forecast_date,product_id,product_name,category,predicted_units,reorder_flag
2025-03-03,PRD011,Coffee Maker,Electronics,16.1,0
2025-03-04,PRD011,Coffee Maker,Electronics,16.0,0
2025-03-05,PRD011,Coffee Maker,Electronics,15.7,0
2025-03-06,PRD011,Coffee Maker,Electronics,15.7,0
2025-03-07,PRD011,Coffee Maker,Electronics,15.6,0
2025-03-08,PRD011,Coffee Maker,Electronics,16.1,0
2025-03-09,PRD011,Coffee Maker,Electronics,16.2,0
2025-03-10,PRD011,Coffee Maker,Electronics,16.4,0
2025-03-11,PRD011,Coffee Maker,Electronics,16.3,0
2025-03-12,PRD011,Coffee Maker,Electronics,16.0,0
2025-03-13,PRD011,Coffee Maker,Electronics,16.1,0
2025-03-14,PRD011,Coffee Maker,Electronics,16.0,0
2025-03-15,PRD011,Coffee Maker,Electronics,16.5,0
2025-03-16,PRD011,Coffee Maker,Electronics,16.5,0
2025-03-17,PRD011,Coffee Maker,Electronics,17.0,0
2025-03-18,PRD011,Coffee Maker,Electronics,16.9,0
2025-03-19,PRD011,Coffee Maker,Electronics,16.6,0
2025-03-20,PRD011,Coffee Maker,Electronics,16.6,0
2025-03-21,PRD011,Coffee Maker,Electronics,16.5,0
2025-03-22,PRD011,Coffee Maker,Electronics,17.1,0
2025-03-23,PRD011,Coffee Maker,Electronics,16.9,0
2025-03-24,PRD011,Coffee Maker,Electronics,17.0,0
2025-03-25,PRD011,Coffee Maker,Electronics,16.9,0
2025-03-26,PRD011,Coffee Maker,Electronics,16.6,0
2025-03-27,PRD011,Coffee Maker,Electronics,16.5,0
2025-03-28,PRD011,Coffee Maker,Electronics,16.5,0
2025-03-29,PRD011,Coffee Maker,Electronics,17.1,0
2025-03-30,PRD011,Coffee Maker,Electronics,17.0,0
2025-03-31,PRD011,Coffee Maker,Electronics,17.1,0
2025-01-01,PRD012,Air Fryer,Apparel,2.4,0
2025-01-02,PRD012,Air Fryer,Apparel,2.4,0
2025-01-03,PRD012,Air Fryer,Apparel,2.5,0
2025-01-04,PRD012,Air Fryer,Apparel,2.7,0
2025-01-05,PRD012,Air Fryer,Apparel,2.7,0
2025-01-06,PRD012,Air Fryer,Apparel,2.4,0
2025-01-07,PRD012,Air Fryer,Apparel,2.4,0
2025-01-08,PRD012,Air Fryer,Apparel,2.4,0
2025-01-09,PRD012,Air Fryer,Apparel,2.4,0
2025-01-10,PRD012,Air Fryer,Apparel,2.5,0
2025-01-11,PRD012,Air Fryer,Apparel,2.7,0
2025-01-12,PRD012,Air Fryer,Apparel,2.7,0
2025-01-13,PRD012,Air Fryer,Apparel,2.4,0
2025-01-14,PRD012,Air Fryer,Apparel,2.4,0
2025-01-15,PRD012,Air Fryer,Apparel,2.4,0
2025-01-16,PRD012,Air Fryer,Apparel,2.4,0
2025-01-17,PRD012,Air Fryer,Apparel,2.4,0
2025-01-18,PRD012,Air Fryer,Apparel,2.6,0
2025-01-19,PRD012,Air Fryer,Apparel,2.7,0
2025-01-20,PRD012,Air Fryer,Apparel,2.4,0
2025-01-21,PRD012,Air Fryer,Apparel,2.4,0
2025-01-22,PRD012,Air Fryer,Apparel,2.4,0
2025-01-23,PRD012,Air Fryer,Apparel,2.4,0
2025-01-24,PRD012,Air Fryer,Apparel,2.5,0
2025-01-25,PRD012,Air Fryer,Apparel,2.7,0
2025-01-26,PRD012,Air Fryer,Apparel,2.7,0
2025-01-27,PRD012,Air Fryer,Apparel,2.6,0
2025-01-28,PRD012,Air Fryer,Apparel,2.6,0
2025-01-29,PRD012,Air Fryer,Apparel,2.6,0
2025-01-30,PRD012,Air Fryer,Apparel,2.6,0
2025-01-31,PRD012,Air Fryer,Apparel,2.6,0
2025-02-01,PRD012,Air Fryer,Apparel,2.9,0
2025-02-02,PRD012,Air Fryer,Apparel,2.9,0
2025-02-03,PRD012,Air Fryer,Apparel,2.8,0
2025-02-04,PRD012,Air Fryer,Apparel,2.9,0
2025-02-05,PRD012,Air Fryer,Apparel,2.8,0
2025-02-06,PRD012,Air Fryer,Apparel,2.8,0
2025-02-07,PRD012,Air Fryer,Apparel,2.8,0
2025-02-08,PRD012,Air Fryer,Apparel,3.0,0
2025-02-09,PRD012,Air Fryer,Apparel,3.0,0
2025-02-10,PRD012,Air Fryer,Apparel,2.9,0
2025-02-11,PRD012,Air Fryer,Apparel,2.9,0
2025-02-12,PRD012,Air Fryer,Apparel,2.9,0
2025-02-13,PRD012,Air Fryer,Apparel,2.8,0
2025-02-14,PRD012,Air Fryer,Apparel,2.8,0
2025-02-15,PRD012,Air Fryer,Apparel,3.0,0
2025-02-16,PRD012,Air Fryer,Apparel,3.0,0
2025-02-17,PRD012,Air Fryer,Apparel,3.0,0
2025-02-18,PRD012,Air Fryer,Apparel,3.1,0
2025-02-19,PRD012,Air Fryer,Apparel,3.0,0
2025-02-20,PRD012,Air Fryer,Apparel,3.0,0
2025-02-21,PRD012,Air Fryer,Apparel,3.1,0
2025-02-22,PRD012,Air Fryer,Apparel,3.2,0
2025-02-23,PRD012,Air Fryer,Apparel,3.2,0
2025-02-24,PRD012,Air Fryer,Apparel,3.1,0
2025-02-25,PRD012,Air Fryer,Apparel,3.2,0
2025-02-26,PRD012,Air Fryer,Apparel,3.2,0
2025-02-27,PRD012,Air Fryer,Apparel,3.2,0
2025-02-28,PRD012,Air Fryer,Apparel,3.2,0
2025-03-01,PRD012,Air Fryer,Apparel,5.3,0
2025-03-02,PRD012,Air Fryer,Apparel,5.4,0
2025-03-03,PRD012,Air Fryer,Apparel,5.5,0
2025-03-04,PRD012,Air Fryer,Apparel,5.5,0
2025-03-05,PRD012,Air Fryer,Apparel,5.4,0
2025-03-06,PRD012,Air Fryer,Apparel,5.6,0
2025-03-07,PRD012,Air Fryer,Apparel,5.9,0
2025-03-08,PRD012,Air Fryer,Apparel,5.9,0
2025-03-09,PRD012,Air Fryer,Apparel,5.9,0
2025-03-10,PRD012,Air Fryer,Apparel,5.7,0
2025-03-11,PRD012,Air Fryer,Apparel,5.7,0
2025-03-12,PRD012,Air Fryer,Apparel,5.6,0
2025-03-13,PRD012,Air Fryer,Apparel,5.9,0
2025-03-14,PRD012,Air Fryer,Apparel,6.2,0
2025-03-15,PRD012,Air Fryer,Apparel,6.2,0
2025-03-16,PRD012,Air Fryer,Apparel,6.2,0
2025-03-17,PRD012,Air Fryer,Apparel,6.3,0
2025-03-18,PRD012,Air Fryer,Apparel,6.3,0
2025-03-19,PRD012,Air Fryer,Apparel,6.1,0
2025-03-20,PRD012,Air Fryer,Apparel,6.4,0
2025-03-21,PRD012,Air Fryer,Apparel,6.7,0
2025-03-22,PRD012,Air Fryer,Apparel,6.6,0
2025-03-23,PRD012,Air Fryer,Apparel,6.7,0
2025-03-24,PRD012,Air Fryer,Apparel,6.4,0
2025-03-25,PRD012,Air Fryer,Apparel,6.4,0
2025-03-26,PRD012,Air Fryer,Apparel,6.2,0
2025-03-27,PRD012,Air Fryer,Apparel,6.5,0
2025-03-28,PRD012,Air Fryer,Apparel,6.8,0
2025-03-29,PRD012,Air Fryer,Apparel,6.7,0
2025-03-30,PRD012,Air Fryer,Apparel,6.8,0
2025-03-31,PRD012,Air Fryer,Apparel,6.4,0
2025-01-01,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-02,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-03,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-04,PRD013,Knife Set,Home & Kitchen,1.8,0
2025-01-05,PRD013,Knife Set,Home & Kitchen,1.9,0
2025-01-06,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-07,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-08,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-09,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-10,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-11,PRD013,Knife Set,Home & Kitchen,1.8,0
2025-01-12,PRD013,Knife Set,Home & Kitchen,1.9,0
2025-01-13,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-14,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-15,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-16,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-17,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-18,PRD013,Knife Set,Home & Kitchen,1.8,0
2025-01-19,PRD013,Knife Set,Home & Kitchen,1.9,0
2025-01-20,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-21,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-22,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-23,PRD013,Knife Set,Home & Kitchen,1.6,0
2025-01-24,PRD013,Knife Set,Home & Kitchen,1.7,0
2025-01-25,PRD013,Knife Set,Home & Kitchen,1.8,0
2025-01-26,PRD013,Knife Set,Home & Kitchen,1.9,0
2025-01-27,PRD013,Knife Set,Home & Kitchen,1.8,0
2025-01-28,PRD013,Knife Set,Home & Kitchen,1.8,0
2025-01-29,PRD013,Knife Set,Home & Kitchen,1.7,0
2025-01-30,PRD013,Knife Set,Home & Kitchen,1.7,0
2025-01-31,PRD013,Knife Set,Home & Kitchen,1.8,0
2025-02-01,PRD013,Knife Set,Home & Kitchen,2.2,0
2025-02-02,PRD013,Knife Set,Home & Kitchen,2.2,0
2025-02-03,PRD013,Knife Set,Home & Kitchen,2.1,0
2025-02-04,PRD013,Knife Set,Home & Kitchen,2.1,0
2025-02-05,PRD013,Knife Set,Home & Kitchen,2.1,0
2025-02-06,PRD013,Knife Set,Home & Kitchen,2.1,0
2025-02-07,PRD013,Knife Set,Home & Kitchen,2.2,0
2025-02-08,PRD013,Knife Set,Home & Kitchen,2.3,0
2025-02-09,PRD013,Knife Set,Home & Kitchen,2.3,0
2025-02-10,PRD013,Knife Set,Home & Kitchen,2.2,0
2025-02-11,PRD013,Knife Set,Home & Kitchen,2.2,0
2025-02-12,PRD013,Knife Set,Home & Kitchen,2.1,0
2025-02-13,PRD013,Knife Set,Home & Kitchen,2.1,0
2025-02-14,PRD013,Knife Set,Home & Kitchen,2.2,0
2025-02-15,PRD013,Knife Set,Home & Kitchen,2.3,0
2025-02-16,PRD013,Knife Set,Home & Kitchen,2.3,0
2025-02-17,PRD013,Knife Set,Home & Kitchen,2.3,0
2025-02-18,PRD013,Knife Set,Home & Kitchen,2.3,0
2025-02-19,PRD013,Knife Set,Home & Kitchen,2.2,0
2025-02-20,PRD013,Knife Set,Home & Kitchen,2.2,0
2025-02-21,PRD013,Knife Set,Home & Kitchen,2.3,0
2025-02-22,PRD013,Knife Set,Home & Kitchen,2.5,0
2025-02-23,PRD013,Knife Set,Home & Kitchen,2.5,0
2025-02-24,PRD013,Knife Set,Home & Kitchen,2.5,0
2025-02-25,PRD013,Knife Set,Home & Kitchen,2.5,0
2025-02-26,PRD013,Knife Set,Home & Kitchen,2.5,0
2025-02-27,PRD013,Knife Set,Home & Kitchen,2.5,0
2025-02-28,PRD013,Knife Set,Home & Kitchen,2.5,0
2025-03-01,PRD013,Knife Set,Home & Kitchen,5.7,0
2025-03-02,PRD013,Knife Set,Home & Kitchen,5.7,0
2025-03-03,PRD013,Knife Set,Home & Kitchen,6.6,0
2025-03-04,PRD013,Knife Set,Home & Kitchen,6.5,0
2025-03-05,PRD013,Knife Set,Home & Kitchen,6.5,0
2025-03-06,PRD013,Knife Set,Home & Kitchen,6.7,0
2025-03-07,PRD013,Knife Set,Home & Kitchen,6.7,0
2025-03-08,PRD013,Knife Set,Home & Kitchen,6.8,0
2025-03-09,PRD013,Knife Set,Home & Kitchen,6.7,0
2025-03-10,PRD013,Knife Set,Home & Kitchen,7.1,0
2025-03-11,PRD013,Knife Set,Home & Kitchen,7.0,0
2025-03-12,PRD013,Knife Set,Home & Kitchen,7.0,0
2025-03-13,PRD013,Knife Set,Home & Kitchen,7.2,0
2025-03-14,PRD013,Knife Set,Home & Kitchen,7.2,0
2025-03-15,PRD013,Knife Set,Home & Kitchen,7.2,0
2025-03-16,PRD013,Knife Set,Home & Kitchen,7.2,0
2025-03-17,PRD013,Knife Set,Home & Kitchen,7.8,0
2025-03-18,PRD013,Knife Set,Home & Kitchen,7.7,0
2025-03-19,PRD013,Knife Set,Home & Kitchen,7.6,0
2025-03-20,PRD013,Knife Set,Home & Kitchen,7.9,0
2025-03-21,PRD013,Knife Set,Home & Kitchen,7.9,0
2025-03-22,PRD013,Knife Set,Home & Kitchen,7.9,0
2025-03-23,PRD013,Knife Set,Home & Kitchen,7.9,0
2025-03-24,PRD013,Knife Set,Home & Kitchen,8.0,0
2025-03-25,PRD013,Knife Set,Home & Kitchen,7.9,0
2025-03-26,PRD013,Knife Set,Home & Kitchen,7.8,0
2025-03-27,PRD013,Knife Set,Home & Kitchen,8.1,0
2025-03-28,PRD013,Knife Set,Home & Kitchen,8.1,0
2025-03-29,PRD013,Knife Set,Home & Kitchen,8.1,0
2025-03-30,PRD013,Knife Set,Home & Kitchen,8.1,0
2025-03-31,PRD013,Knife Set,Home & Kitchen,8.1,0
2025-01-01,PRD014,Cutting Board,Sports,9.2,0
2025-01-02,PRD014,Cutting Board,Sports,9.0,0
2025-01-03,PRD014,Cutting Board,Sports,8.7,0
2025-01-04,PRD014,Cutting Board,Sports,8.5,0
2025-01-05,PRD014,Cutting Board,Sports,8.6,0
2025-01-06,PRD014,Cutting Board,Sports,9.1,0
2025-01-07,PRD014,Cutting Board,Sports,9.2,0
2025-01-08,PRD014,Cutting Board,Sports,9.2,0
2025-01-09,PRD014,Cutting Board,Sports,9.0,0
2025-01-10,PRD014,Cutting Board,Sports,8.7,0
2025-01-11,PRD014,Cutting Board,Sports,8.5,0
2025-01-12,PRD014,Cutting Board,Sports,8.6,0
2025-01-13,PRD014,Cutting Board,Sports,9.2,0
2025-01-14,PRD014,Cutting Board,Sports,9.2,0
2025-01-15,PRD014,Cutting Board,Sports,9.2,0
2025-01-16,PRD014,Cutting Board,Sports,9.1,0
2025-01-17,PRD014,Cutting Board,Sports,8.8,0
2025-01-18,PRD014,Cutting Board,Sports,8.6,0
2025-01-19,PRD014,Cutting Board,Sports,8.7,0
2025-01-20,PRD014,Cutting Board,Sports,9.5,0
2025-01-21,PRD014,Cutting Board,Sports,9.5,0
2025-01-22,PRD014,Cutting Board,Sports,9.5,0
2025-01-23,PRD014,Cutting Board,Sports,9.4,0
2025-01-24,PRD014,Cutting Board,Sports,9.1,0
2025-01-25,PRD014,Cutting Board,Sports,9.0,0
2025-01-26,PRD014,Cutting Board,Sports,9.1,0
2025-01-27,PRD014,Cutting Board,Sports,9.5,0
2025-01-28,PRD014,Cutting Board,Sports,9.5,0
2025-01-29,PRD014,Cutting Board,Sports,9.5,0
2025-01-30,PRD014,Cutting Board,Sports,9.4,0
2025-01-31,PRD014,Cutting Board,Sports,9.1,0
2025-02-01,PRD014,Cutting Board,Sports,9.1,0
2025-02-02,PRD014,Cutting Board,Sports,9.1,0
2025-02-03,PRD014,Cutting Board,Sports,9.5,0
2025-02-04,PRD014,Cutting Board,Sports,9.6,0
2025-02-05,PRD014,Cutting Board,Sports,9.6,0
2025-02-06,PRD014,Cutting Board,Sports,9.4,0
2025-02-07,PRD014,Cutting Board,Sports,9.1,0
2025-02-08,PRD014,Cutting Board,Sports,9.1,0
2025-02-09,PRD014,Cutting Board,Sports,9.1,0
2025-02-10,PRD014,Cutting Board,Sports,9.5,0
2025-02-11,PRD014,Cutting Board,Sports,9.6,0
2025-02-12,PRD014,Cutting Board,Sports,9.6,0
2025-02-13,PRD014,Cutting Board,Sports,9.4,0
2025-02-14,PRD014,Cutting Board,Sports,9.1,0
2025-02-15,PRD014,Cutting Board,Sports,9.1,0
2025-02-16,PRD014,Cutting Board,Sports,9.1,0
2025-02-17,PRD014,Cutting Board,Sports,9.5,0
2025-02-18,PRD014,Cutting Board,Sports,9.6,0
2025-02-19,PRD014,Cutting Board,Sports,9.6,0
2025-02-20,PRD014,Cutting Board,Sports,9.4,0
2025-02-21,PRD014,Cutting Board,Sports,9.1,0
2025-02-22,PRD014,Cutting Board,Sports,9.0,0
2025-02-23,PRD014,Cutting Board,Sports,9.1,0
2025-02-24,PRD014,Cutting Board,Sports,9.6,0
2025-02-25,PRD014,Cutting Board,Sports,9.6,0
2025-02-26,PRD014,Cutting Board,Sports,9.6,0
2025-02-27,PRD014,Cutting Board,Sports,9.4,0
2025-02-28,PRD014,Cutting Board,Sports,9.1,0
2025-03-01,PRD014,Cutting Board,Sports,10.1,0
2025-03-02,PRD014,Cutting Board,Sports,10.1,0
2025-03-03,PRD014,Cutting Board,Sports,11.0,0
2025-03-04,PRD014,Cutting Board,Sports,11.1,0
2025-03-05,PRD014,Cutting Board,Sports,10.9,0
2025-03-06,PRD014,Cutting Board,Sports,10.6,0
2025-03-07,PRD014,Cutting Board,Sports,10.4,0
2025-03-08,PRD014,Cutting Board,Sports,10.3,0
2025-03-09,PRD014,Cutting Board,Sports,10.2,0
2025-03-10,PRD014,Cutting Board,Sports,11.4,0
2025-03-11,PRD014,Cutting Board,Sports,11.4,0
2025-03-12,PRD014,Cutting Board,Sports,11.2,0
2025-03-13,PRD014,Cutting Board,Sports,11.0,0
2025-03-14,PRD014,Cutting Board,Sports,10.8,0
2025-03-15,PRD014,Cutting Board,Sports,10.7,0
2025-03-16,PRD014,Cutting Board,Sports,10.7,0
2025-03-17,PRD014,Cutting Board,Sports,11.7,0
2025-03-18,PRD014,Cutting Board,Sports,11.8,0
2025-03-19,PRD014,Cutting Board,Sports,11.5,0
2025-03-20,PRD014,Cutting Board,Sports,11.3,0
2025-03-21,PRD014,Cutting Board,Sports,11.3,0
2025-03-22,PRD014,Cutting Board,Sports,11.2,0
2025-03-23,PRD014,Cutting Board,Sports,11.1,0
2025-03-24,PRD014,Cutting Board,Sports,11.7,0
2025-03-25,PRD014,Cutting Board,Sports,11.8,0
2025-03-26,PRD014,Cutting Board,Sports,11.5,0
2025-03-27,PRD014,Cutting Board,Sports,11.3,0
2025-03-28,PRD014,Cutting Board,Sports,11.3,0
2025-03-29,PRD014,Cutting Board,Sports,11.2,0
2025-03-30,PRD014,Cutting Board,Sports,11.1,0
2025-03-31,PRD014,Cutting Board,Sports,12.1,0
2025-01-01,PRD015,Meal Prep Containers,Toys,8.5,0
2025-01-02,PRD015,Meal Prep Containers,Toys,8.5,0
2025-01-03,PRD015,Meal Prep Containers,Toys,8.5,0
2025-01-04,PRD015,Meal Prep Containers,Toys,8.4,0
2025-01-05,PRD015,Meal Prep Containers,Toys,8.6,0
2025-01-06,PRD015,Meal Prep Containers,Toys,8.4,0
2025-01-07,PRD015,Meal Prep Containers,Toys,8.4,0
2025-01-08,PRD015,Meal Prep Containers,Toys,8.5,0
2025-01-09,PRD015,Meal Prep Containers,Toys,8.5,0
2025-01-10,PRD015,Meal Prep Containers,Toys,8.5,0
2025-01-11,PRD015,Meal Prep Containers,Toys,8.4,0
2025-01-12,PRD015,Meal Prep Containers,Toys,8.6,0
2025-01-13,PRD015,Meal Prep Containers,Toys,7.8,0
2025-01-14,PRD015,Meal Prep Containers,Toys,7.9,0
2025-01-15,PRD015,Meal Prep Containers,Toys,7.9,0
2025-01-16,PRD015,Meal Prep Containers,Toys,7.9,0
2025-01-17,PRD015,Meal Prep Containers,Toys,7.9,0
2025-01-18,PRD015,Meal Prep Containers,Toys,7.9,0
2025-01-19,PRD015,Meal Prep Containers,Toys,8.0,0
2025-01-20,PRD015,Meal Prep Containers,Toys,7.9,0
2025-01-21,PRD015,Meal Prep Containers,Toys,8.0,0
2025-01-22,PRD015,Meal Prep Containers,Toys,8.0,0
2025-01-23,PRD015,Meal Prep Containers,Toys,8.0,0
2025-01-24,PRD015,Meal Prep Containers,Toys,8.0,0
2025-01-25,PRD015,Meal Prep Containers,Toys,8.1,0
2025-01-26,PRD015,Meal Prep Containers,Toys,8.2,0
2025-01-27,PRD015,Meal Prep Containers,Toys,7.9,0
2025-01-28,PRD015,Meal Prep Containers,Toys,8.0,0
2025-01-29,PRD015,Meal Prep Containers,Toys,8.0,0
2025-01-30,PRD015,Meal Prep Containers,Toys,8.0,0
2025-01-31,PRD015,Meal Prep Containers,Toys,8.0,0
2025-02-01,PRD015,Meal Prep Containers,Toys,8.1,0
2025-02-02,PRD015,Meal Prep Containers,Toys,8.2,0
2025-02-03,PRD015,Meal Prep Containers,Toys,7.9,0
2025-02-04,PRD015,Meal Prep Containers,Toys,8.0,0
2025-02-05,PRD015,Meal Prep Containers,Toys,8.0,0
2025-02-06,PRD015,Meal Prep Containers,Toys,8.0,0
2025-02-07,PRD015,Meal Prep Containers,Toys,8.1,0
2025-02-08,PRD015,Meal Prep Containers,Toys,8.1,0
2025-02-09,PRD015,Meal Prep Containers,Toys,8.2,0
2025-02-10,PRD015,Meal Prep Containers,Toys,7.9,0
2025-02-11,PRD015,Meal Prep Containers,Toys,8.0,0
2025-02-12,PRD015,Meal Prep Containers,Toys,8.0,0
2025-02-13,PRD015,Meal Prep Containers,Toys,8.0,0
2025-02-14,PRD015,Meal Prep Containers,Toys,8.1,0
2025-02-15,PRD015,Meal Prep Containers,Toys,8.1,0
2025-02-16,PRD015,Meal Prep Containers,Toys,8.2,0
2025-02-17,PRD015,Meal Prep Containers,Toys,8.1,0
2025-02-18,PRD015,Meal Prep Containers,Toys,8.2,0
2025-02-19,PRD015,Meal Prep Containers,Toys,8.3,0
2025-02-20,PRD015,Meal Prep Containers,Toys,8.3,0
2025-02-21,PRD015,Meal Prep Containers,Toys,8.3,0
2025-02-22,PRD015,Meal Prep Containers,Toys,8.3,0
2025-02-23,PRD015,Meal Prep Containers,Toys,8.5,0
2025-02-24,PRD015,Meal Prep Containers,Toys,8.2,0
2025-02-25,PRD015,Meal Prep Containers,Toys,8.3,0
2025-02-26,PRD015,Meal Prep Containers,Toys,8.4,0
2025-02-27,PRD015,Meal Prep Containers,Toys,8.3,0
2025-02-28,PRD015,Meal Prep Containers,Toys,8.3,0
2025-03-01,PRD015,Meal Prep Containers,Toys,9.5,0
2025-03-02,PRD015,Meal Prep Containers,Toys,9.5,0
2025-03-03,PRD015,Meal Prep Containers,Toys,9.7,0
2025-03-04,PRD015,Meal Prep Containers,Toys,9.8,0
2025-03-05,PRD015,Meal Prep Containers,Toys,9.8,0
2025-03-06,PRD015,Meal Prep Containers,Toys,9.7,0
2025-03-07,PRD015,Meal Prep Containers,Toys,9.6,0
2025-03-08,PRD015,Meal Prep Containers,Toys,9.7,0
2025-03-09,PRD015,Meal Prep Containers,Toys,9.6,0
2025-03-10,PRD015,Meal Prep Containers,Toys,10.0,0
2025-03-11,PRD015,Meal Prep Containers,Toys,10.1,0
2025-03-12,PRD015,Meal Prep Containers,Toys,10.0,0
2025-03-13,PRD015,Meal Prep Containers,Toys,9.9,0
2025-03-14,PRD015,Meal Prep Containers,Toys,9.9,0
2025-03-15,PRD015,Meal Prep Containers,Toys,10.0,0
2025-03-16,PRD015,Meal Prep Containers,Toys,9.9,0
2025-03-17,PRD015,Meal Prep Containers,Toys,10.6,0
2025-03-18,PRD015,Meal Prep Containers,Toys,10.7,0
2025-03-19,PRD015,Meal Prep Containers,Toys,10.6,0
2025-03-20,PRD015,Meal Prep Containers,Toys,10.5,0
2025-03-21,PRD015,Meal Prep Containers,Toys,10.5,0
2025-03-22,PRD015,Meal Prep Containers,Toys,10.5,0
2025-03-23,PRD015,Meal Prep Containers,Toys,10.4,0
2025-03-24,PRD015,Meal Prep Containers,Toys,10.5,0
2025-03-25,PRD015,Meal Prep Containers,Toys,10.6,0
2025-03-26,PRD015,Meal Prep Containers,Toys,10.6,0
2025-03-27,PRD015,Meal Prep Containers,Toys,10.5,0
2025-03-28,PRD015,Meal Prep Containers,Toys,10.4,0
2025-03-29,PRD015,Meal Prep Containers,Toys,10.5,0
2025-03-30,PRD015,Meal Prep Containers,Toys,10.4,0
2025-03-31,PRD015,Meal Prep Containers,Toys,11.7,0
2025-01-01,PRD016,Denim Jacket,Electronics,11.5,0
2025-01-02,PRD016,Denim Jacket,Electronics,11.4,0
2025-01-03,PRD016,Denim Jacket,Electronics,11.1,0
2025-01-04,PRD016,Denim Jacket,Electronics,10.7,0
2025-01-05,PRD016,Denim Jacket,Electronics,10.6,0
2025-01-06,PRD016,Denim Jacket,Electronics,11.7,0
2025-01-07,PRD016,Denim Jacket,Electronics,11.7,0
2025-01-08,PRD016,Denim Jacket,Electronics,11.5,0
2025-01-09,PRD016,Denim Jacket,Electronics,11.4,0
2025-01-10,PRD016,Denim Jacket,Electronics,11.1,0
2025-01-11,PRD016,Denim Jacket,Electronics,10.7,0
2025-01-12,PRD016,Denim Jacket,Electronics,10.6,0
2025-01-13,PRD016,Denim Jacket,Electronics,12.2,0
2025-01-14,PRD016,Denim Jacket,Electronics,12.2,0
2025-01-15,PRD016,Denim Jacket,Electronics,12.0,0
2025-01-16,PRD016,Denim Jacket,Electronics,11.9,0
2025-01-17,PRD016,Denim Jacket,Electronics,11.6,0
2025-01-18,PRD016,Denim Jacket,Electronics,11.2,0
2025-01-19,PRD016,Denim Jacket,Electronics,11.1,0
2025-01-20,PRD016,Denim Jacket,Electronics,12.4,0
2025-01-21,PRD016,Denim Jacket,Electronics,12.5,0
2025-01-22,PRD016,Denim Jacket,Electronics,12.3,0
2025-01-23,PRD016,Denim Jacket,Electronics,12.2,0
2025-01-24,PRD016,Denim Jacket,Electronics,11.8,0
2025-01-25,PRD016,Denim Jacket,Electronics,11.5,0
2025-01-26,PRD016,Denim Jacket,Electronics,11.4,0
2025-01-27,PRD016,Denim Jacket,Electronics,12.3,0
2025-01-28,PRD016,Denim Jacket,Electronics,12.4,0
2025-01-29,PRD016,Denim Jacket,Electronics,12.2,0
2025-01-30,PRD016,Denim Jacket,Electronics,12.0,0
2025-01-31,PRD016,Denim Jacket,Electronics,11.7,0
2025-02-01,PRD016,Denim Jacket,Electronics,11.5,0
2025-02-02,PRD016,Denim Jacket,Electronics,11.3,0
2025-02-03,PRD016,Denim Jacket,Electronics,12.3,0
2025-02-04,PRD016,Denim Jacket,Electronics,12.4,0
2025-02-05,PRD016,Denim Jacket,Electronics,12.2,0
2025-02-06,PRD016,Denim Jacket,Electronics,12.0,0
2025-02-07,PRD016,Denim Jacket,Electronics,11.7,0
2025-02-08,PRD016,Denim Jacket,Electronics,11.5,0
2025-02-09,PRD016,Denim Jacket,Electronics,11.3,0
2025-02-10,PRD016,Denim Jacket,Electronics,12.6,0
2025-02-11,PRD016,Denim Jacket,Electronics,12.6,0
2025-02-12,PRD016,Denim Jacket,Electronics,12.4,0
2025-02-13,PRD016,Denim Jacket,Electronics,12.3,0
2025-02-14,PRD016,Denim Jacket,Electronics,12.0,0
2025-02-15,PRD016,Denim Jacket,Electronics,11.8,0
2025-02-16,PRD016,Denim Jacket,Electronics,11.6,0
2025-02-17,PRD016,Denim Jacket,Electronics,12.9,0
2025-02-18,PRD016,Denim Jacket,Electronics,13.0,0
2025-02-19,PRD016,Denim Jacket,Electronics,12.8,0
2025-02-20,PRD016,Denim Jacket,Electronics,12.6,0
2025-02-21,PRD016,Denim Jacket,Electronics,12.3,0
2025-02-22,PRD016,Denim Jacket,Electronics,12.1,0
2025-02-23,PRD016,Denim Jacket,Electronics,11.9,0
2025-02-24,PRD016,Denim Jacket,Electronics,12.9,0
2025-02-25,PRD016,Denim Jacket,Electronics,13.0,0
2025-02-26,PRD016,Denim Jacket,Electronics,12.8,0
2025-02-27,PRD016,Denim Jacket,Electronics,12.6,0
2025-02-28,PRD016,Denim Jacket,Electronics,12.3,0
2025-03-01,PRD016,Denim Jacket,Electronics,15.3,0
2025-03-02,PRD016,Denim Jacket,Electronics,15.2,0
